ball,score,commentary
26.5,0,"Simi Singh to Lewis, no run, flatter and fuller on off stump, blocked back to the bowler"
26.4,2,"Simi Singh to Lewis, 2 runs, back of a length outside off, and Lewis waits and waits before Ranatunga-ing it just as it's about to reach the keeper's gloves, deftly guiding it into the third man region"
26.3,4,"Simi Singh to Lewis, FOUR runs, flatter, angling into leg stump, and Lewis gets down on his back knee to sweep powerfully along the ground to the left of deep square leg"
26.2,0,"Simi Singh to Lewis, no run, a bit slower now, reaches out and drives it back to the bowler"
26.1,0,"Simi Singh to Lewis, no run, full on off stump, driven into the covers"
25.6,0,"McBrine to Chase, no run, full on off stump, whipped to midwicket"
25.5,1,"McBrine to Lewis, 1 run, a touch shorter and he rocks back to punch with the turn to deep point"
25.4,0,"McBrine to Lewis, no run, fuller now on middle and leg, defended back down the pitch"
25.3,0,"McBrine to Lewis, no run, flatter, on off stump, defended from the crease into the off side"
25.2,4,"McBrine to Lewis, FOUR runs, lovely. A bit fuller, and this time Lewis finds the gap, moves his front foot away from the line slightly to be able to free up his arms to drive inside-out, to the right of the cover fielder"
25.1,0,"McBrine to Lewis, no run, back of a length outside off, driven off the back foot to cover"
24.6,0,"Simi Singh to Chase, no run, length at middle stump, flicked to midwicket's right"
24.5,1,"Simi Singh to Lewis, 1 run, full on off stump, driven to long-off with the turn"
24.4,0,"Simi Singh to Lewis, no run, length outside off, defended to extra cover"
24.3,0,"Simi Singh to Lewis, no run, short of a length and turning away from off stump. Defended off the back foot"
24.2,0,"Simi Singh to Lewis, no run, full on off stump, nudged into the covers"
24.1,4,"Simi Singh to Lewis, FOUR runs, sweeet. Full and flat at off stump, half a stride and a neat little loft over mid-off. Lands just short of the boundary"
23.6,0,"McBrine to Chase, no run, length in the corridor, punched back to the bowler off the back foot"
23.5,0,"McBrine to Chase, no run, full outside off, driven back to the bowler on the bounce"
23.4,1,"McBrine to Lewis, 1 run, full on off stump, driven to sweeper with the turn"
23.3,1,"McBrine to Chase, 1 run, length on leg stump, whipped to deep square"
23.2,2,"McBrine to Chase, 2 runs, full and just outside off, nice stride into this for a drive through cover"
23.1,7,"McBrine to Pooran, OUT, chopped to backward point! McBrine has his revenge. Short of a length and angled into him. Some extra bounce as he backs away to cut and that induces a slice from Pooran, and a roar from the bowler"
22.6,1,"Simi Singh to Pooran, 1 run, length at off stump, allows it to come on, opens the face late to get it past slip"
22.5,0,"Simi Singh to Pooran, no run, full at the stumps, defended on the front foot"
22.4,0,"Simi Singh to Pooran, no run, short of a length outside off, mistimed cut to extra cover's right"
22.3,0,"Simi Singh to Pooran, no run, length on middle stump, exposes the stumps and looks to punch off the back foot. Thick outside edge to cover"
22.2,0,"Simi Singh to Pooran, no run, lobbed full and down leg side. Looks for the sweep, cops it on the pad"
22.1,1,"Simi Singh to Lewis, 1 run, length outside off, dropped into the covers with soft hands"
21.6,4,"McBrine to Pooran, FOUR runs, and now square! What a skillful player this guy is. Short of a length and slanted into off stump. Creates room and chops this ruthlessly through point"
21.5,4,"McBrine to Pooran, FOUR runs, full at the stumps again, uses the angle into him to drill it straight and aerially past the bowler"
21.4,6,"McBrine to Pooran, SIX runs, wow, this is probably the shot of the match. What lovely hands. Full on off stump, a clean swing from underneath that ends with the full face of the bat offered. Effortlessly manages to slam this onto the edge of the roof"
21.3,0,"McBrine to Pooran, no run, length and slid in at the stumps. Looks to stab into the off side, gets it off the inside half"
21.2,0,"McBrine to Pooran, no run, full at the stumps, defended down the pitch"
21.1,2,"McBrine to Pooran, 2 runs, length outside off, leans in and opens the face to run this past slip. Comes back for a tight second run"
20.6,0,"Simi Singh to Lewis, no run, length and in at off stump, defended into the off side"
20.5,0,"Simi Singh to Lewis, no run, full and flat at middle stump. Hurriedly defended into the off side"
20.4,0,"Simi Singh to Lewis, no run, length at off stump, defended into the off side"
20.3,0,"Simi Singh to Pooran, no run, full on off stump, driven back to the bowler"
20.2,7,"Simi Singh to Hetmyer, OUT, taken pitch side by Tucker! Length ball turning away from middle stump, gets down for a big slog sweep. It's off the top edge and is pouched some 8 yards from the crease after floating high"
20.1,1,"Simi Singh to Lewis, 1 run, length on off stump, dropped into the off side with soft hands"
19.6,0,"Rankin to Hetmyer, no run, length across off stump, left alone"
19.5,0,"Rankin to Hetmyer, no run, kicks that away from off stump after defending into the pitch. That was headed towards the stumps"
19.4,4,"Rankin to Hetmyer, FOUR runs, clears slip. Short and across off stump. Looks for the big pull, gets a top edge"
19.3,0,"Rankin to Hetmyer, no run, length at middle stump, defended off the back foot"
19.2,1,"Rankin to Lewis, 1 leg bye, short of a length on leg stump, dabbed into the square leg region"
19.1,4,"Rankin to Lewis, FOUR runs, adjusts nicely. This is a slower ball at length, down leg side. Reaches out and caresses it to the fine leg boundary"
18.6,4,"Simi Singh to Hetmyer, FOUR runs, length ball pushed into the pads. Stands his ground and tickles this fine. Short fine leg is too square to come across"
18.5,0,"Simi Singh to Hetmyer, no run, length at leg stump, flicked to short fine"
18.4,0,"Simi Singh to Hetmyer, no run, full on leg stump, defended into the leg side"
18.3,7,"Simi Singh to King, OUT, steered straight to short fine. Length at leg stump, looks to  lap that behind square but it gets big on him and carries easily off the top edge"
18.2,0,"Simi Singh to King, no run, length at off stump, pushed to cover off the back foot"
18.1,1,"Simi Singh to Lewis, 1 run, short of a length just outside off, cut to sweeper cover"
17.6,0,"Rankin to King, no run, length at leg stump, clipped to midwicket"
17.5,4,"Rankin to King, FOUR runs, inside edge to the fine leg boundary. Short of a length at middle, backs into the leg side and has a hoick at this. Loses his shape but gains four runs"
17.4,0,"Rankin to King, no run, length and just outside off, defended into the covers"
17.3,0,"Rankin to King, no run, short of a length outside off, beaten as he looks to chop that to third man"
17.2,1,"Rankin to Lewis, 1 leg bye, length at leg stump, looks to flick and is rapped on the pad"
17.1,0,"Rankin to Lewis, no run, full on middle stump, driven to mid-on's right"
16.6,0,"Simi Singh to King, no run, length outside off, defended on the front foot"
16.5,1,"Simi Singh to Lewis, 1 run, short of a length just outside off, punched to sweeper off the back foot"
16.4,0,"Simi Singh to Lewis, no run, length at off stump, blocked on the front foot"
16.3,1,"Simi Singh to King, 1 run, short of a length at middle, punched to long-on off the back foot"
16.2,0,"Simi Singh to King, no run, short of a length just outside off, mistimed punch to extra cover"
16.1,1,"Simi Singh to Lewis, 1 run, full on leg stump, firmly swept but straight to short fine"
15.6,0,"Rankin to King, no run, length at middle stump, tucked into the midwicket region"
15.5,4,"Rankin to King, FOUR runs, puts this one away. Cramped by the last three short ones, got a bit of room on this and slapped it past point"
15.4,0,"Rankin to King, no run, short of a length outside off, hurriedly pushed into the covers"
15.3,0,"Rankin to King, no run, short outside off, looks to pull and is beaten"
15.2,0,"Rankin to King, no run, good bouncer. Short and slanted in at King who fends and gets out of the way late"
15.1,1,"Rankin to Lewis, 1 run, length on leg stump, flicked into the leg side"
14.6,0,"Simi Singh to King, no run, short and just outside off. Backs away and cuts to cover"
14.5,0,"Simi Singh to King, no run, length and turning in from middle stump. Through the attempted pull early, cops that on the glove"
14.4,1,"Simi Singh to Lewis, 1 run, length at middle, clipped into the vacant leg side off the back foot"
14.3,0,"Simi Singh to Lewis, no run, length at off stump, defended into the covers"
14.2,0,"Simi Singh to Lewis, no run, full on off, blocked on the front foot"
14.1,4,"Simi Singh to Lewis, FOUR runs, gloriious. Tossed up full outside off, languidly puts in a stride and crunches it all along the floor to bisect sweeper cover and extra cover"
13.6,0,"Rankin to King, no run, length at off stump, defended solidly on the front foot"
13.5,0,"Rankin to King, no run, length at off stump, defended solidly from the crease"
13.4,2,"Rankin to King, 2 runs, short of a length outside off, punched through the covers off his toes"
13.3,2,"Rankin to King, 2 runs, dropped short at off stump, a glorious front-foot pull but Porterfield does stunningly well sprinting to his left from deep square and putting in a big slide"
13.2,0,"Rankin to King, no run, short of a length in the corridor, tapped into the covers"
13.1,0,"Rankin to King, no run, short outside off, left alone"
12.6,4,"Simi Singh to Lewis, FOUR runs, deftly done. Full and down leg side, and he pulls out a controlled lap sweep that sums up the evening he's had. Lovely innings, and he has fifty"
12.5,1,"Simi Singh to King, 1 run, full on middle stump, flicked down to long-on"
12.4,0,"Simi Singh to King, no run, full outside off, driven back to the bowler"
12.3,1,"Simi Singh to Lewis, 1 run, full on off stump, driven with the turn to long-off"
12.2,0,"Simi Singh to Lewis, no run, full and down leg side, cops it on the pad as he looks to sweep"
12.1,0,"Simi Singh to Lewis, no run, short of a length just outside off, punched to extra cover"
11.6,1,"Rankin to Lewis, 1 run, length ball on leg stump, shows the full face and picks up a single with a push to the left of mid-on"
11.5,1,"Rankin to King, 1 run, back of a length, angling into middle stump, steps back and across to work it through square leg"
11.4,0,"Rankin to King, no run, short outside off, steep bounce. Goes for the pull and misses"
11.3,1,"Rankin to Lewis, 1 leg bye, back of a length on leg stump, looks to tuck it away, and manages a leg bye into the backward square leg region"
11.2,0,"Rankin to Lewis, no run, length ball, pitching on middle and off and slanting away from off stump. Thrusts his front foot confidently forward and leaves"
11.1,1,"Rankin to King, 1 run, fullish, angling into off stump, clipped towards midwicket"
10.6,0,"Simi Singh to Lewis, no run, flat length ball on off stump, stays back and punches back to the bowler"
10.5,0,"Simi Singh to Lewis, no run, fullish, angling in towards off stump. Defended with an open face to backward point"
10.4,1,"Simi Singh to King, 1 run, a touch slower now, on middle stump, gets forward and clips to long-on"
10.3,0,"Simi Singh to King, no run, flat, angling in, spinning further in towards leg stump. King is looking to make room, can't find any, and punches back to the bowler"
10.2,2,"Simi Singh to King, 2 runs, quickish again, angling down leg. Gets down on one knee to sweep to long leg with a roll of his wrists"
